wavelength_nm,reflectance
2101.0,0.294271
2102.0,0.294485
2103.0,0.294687
2104.0,0.294855
2105.0,0.295024
2106.0,0.295275
2107.0,0.295524
2108.0,0.295734
2109.0,0.295986
2110.0,0.296197
2111.0,0.296371
2112.0,0.296613
2113.0,0.296930
2114.0,0.297213
2115.0,0.297417
2116.0,0.297620
2117.0,0.297829
2118.0,0.298073
2119.0,0.298371
2120.0,0.298615
2121.0,0.298816
2122.0,0.298995
2123.0,0.299250
2124.0,0.299495
2125.0,0.299738
2126.0,0.300015
2127.0,0.300187
2128.0,0.300320
2129.0,0.300479
2130.0,0.300606
2131.0,0.300811
2132.0,0.301066
2133.0,0.301339
2134.0,0.301598
2135.0,0.301883
2136.0,0.302121
2137.0,0.302392
2138.0,0.302725
2139.0,0.302996
